#,In cue,Out cue,Duration,Speaker,Language,Dialogue,Annotations,Error Type,Segment,Selectable
119,00:06:24:29,00:06:25:12,00:00:00:13,Teacher,English,"No, no.",,,c,
120,00:06:26:09,00:06:32:01,00:00:05:22,Teacher,English,"You got rid of these 3 and these 3, so 3 and 3 on both sides of the equation.",,,c,
121,00:06:33:22,00:06:37:24,00:00:04:02,Teacher,English,How heavy is two Z?,,,c,
122,00:06:37:27,00:06:38:07,00:00:00:10,Student 2,English,Two.,,,c,
123,00:06:38:08,00:06:38:20,00:00:00:12,Teacher,English,Two.,,,c,
124,00:06:40:12,00:06:43:16,00:00:03:04,Teacher,English,"So that one Z is 1, right?",,,c,
125,00:06:43:19,00:06:45:13,00:00:01:24,Student 4,English,So then it's...,,,c,yes
126,00:06:45:14,00:06:46:16,00:00:01:02,Student 1,English,"Is it -3, -3?",,,c,yes
127,00:06:46:25,00:06:47:11,00:00:00:16,Student 4,English,Yes.,,,c,yes
128,00:06:49:22,00:06:51:21,00:00:01:29,Student 1,English,It makes more sense now.,,,c,yes
129,00:06:51:22,00:06:54:01,00:00:02:09,Student 3,English,Does it make more sense?,,,c,yes
130,00:06:54:03,00:06:55:00,00:00:00:27,Student 4,English,So then it's...,,,c,yes
131,00:06:55:14,00:06:56:11,00:00:00:27,Student 1,English,So then it's...,,,c,yes
132,00:06:56:13,00:06:57:05,00:00:00:22,Student 4,English,It's...,,,c,yes
133,00:06:57:07,00:06:58:24,00:00:01:17,Student 1,English,Two is here.,,,c,yes
134,00:06:59:02,00:07:03:17,00:00:04:13,Student 4,English,Three divided by three.,,,c,yes
135,00:07:03:25,00:07:04:25,00:00:01:00,Student 4,English,"Wait, I don't know.",,,c,yes
136,00:07:09:23,00:07:10:18,00:00:00:25,Student 1,English,I understand this part.,,,c,yes
137,00:07:10:20,00:07:12:09,00:00:01:19,Student 4,English,Can you say it on the microphone?,,,c,yes
138,00:07:26:29,00:07:28:08,00:00:01:09,Student 4,English,Do a concert.,,,c,yes
139,00:07:45:07,00:07:46:18,00:00:01:11,Student 3,English,"Okay, wait guys, we need to finish.",,,c,yes
140,00:07:46:20,00:07:47:16,00:00:00:26,Student 3,English,I don't get this.,,,c,yes
141,00:07:48:06,00:07:50:01,00:00:01:25,Teacher,English,Waterfall.,,,c,
142,00:08:02:27,00:08:03:19,00:00:00:22,Teacher,English,Great.,,,c,
143,00:08:06:13,00:08:08:22,00:00:02:09,Teacher,English,I said waterfall.,,,c,
144,00:08:12:17,00:08:15:25,00:00:03:08,Teacher,English,I saw students showing the work on...,,,c,
1,00:00:01:11,00:00:07:11,00:00:06:00,Teacher,English,"Whoever is in this corner is A, B, C, D.",,,d,
2,00:00:08:01,00:00:11:27,00:00:03:26,Teacher,English,"So whichever corner you're on, you're going to be telling what you write.",,,d,
3,00:00:12:00,00:00:13:28,00:00:01:28,Student 1,English,I think I'm A and you'd be B?,,,d,
4,00:00:14:18,00:00:15:13,00:00:00:25,Student 1,English,"A, B...",,,d,
5,00:00:15:21,00:00:17:09,00:00:01:18,Teacher,English,If you have a table of three...,,,d,
6,00:00:17:12,00:00:17:21,00:00:00:09,Student 4,English,"C, D.",,,d,
7,00:00:17:23,00:00:18:04,00:00:00:11,Student 4,English,You're C.,,,d,
8,00:00:18:08,00:00:23:16,00:00:05:08,Teacher,English,Or it's not perfect so like [Student 1] you'll be A and [Student 4] you'll be B.,,,d,
9,00:00:26:02,00:00:29:06,00:00:03:04,Teacher,English,"Write the equation, show the work on the hanger...",,,d,
10,00:00:38:16,00:00:39:29,00:00:01:13,Student 1,English,She can tell I wrote that.,,,d,yes
11,00:00:41:00,00:00:42:13,00:00:01:13,Student 1,English,"Look, I'll even sign it.",,,d,yes
12,00:00:44:26,00:00:45:14,00:00:00:18,Student 1,English,Better?,,,d,yes
13,00:00:51:07,00:00:53:14,00:00:02:07,Student 1,English,She's definitely not getting anything of that.,,,d,yes
14,00:00:58:23,00:01:00:05,00:00:01:10,Student 4,English,I don't know what we are taking away because this is...,,,d,yes
15,00:01:00:07,00:01:01:18,00:00:01:11,Student 1,English,Are we on the next page?,,,d,yes
16,00:01:01:20,00:01:04:07,00:00:02:17,Student 4,English,Yes!,,,d,yes
17,00:01:06:11,00:01:07:22,00:00:01:11,Student 1,English,"One, two, three, four.",,,d,yes
18,00:01:10:26,00:01:12:04,00:00:01:08,Student 1,English,I'm D.,,,d,yes
19,00:01:12:06,00:01:13:23,00:00:01:17,Student 4,English,I'm so happy I'm B.,,,d,yes
20,00:01:14:17,00:01:16:24,00:00:02:07,Student 4,English,C and D look hard.,,,d,yes
21,00:01:17:17,00:01:21:06,00:00:03:19,Student 1,English,"Okay, so we're just going to connect those two.",,,d,yes
22,00:01:30:05,00:01:31:28,00:00:01:23,Student 3,English,We just write the equation?,,,d,yes
23,00:01:35:23,00:01:37:22,00:00:01:29,Student 1,English,"Okay, guys, I got it.",,,d,yes
24,00:01:47:26,00:01:49:23,00:00:01:27,Student 3,English,"Okay, I got the equation.",,,d,yes
25,00:01:50:26,00:01:53:20,00:00:02:24,Student 4,English,"Yes, same, I got the equation and what Y equals but I don't have...",,,d,yes
26,00:01:53:22,00:01:55:12,00:00:01:20,Student 1,English,How did you write the equation again?,,,d,yes
27,00:01:57:02,00:01:57:23,00:00:00:21,Student 3,English,Look.,,,d,yes
28,00:02:01:15,00:02:02:29,00:00:01:14,Student 3,English,3x...,,,d,yes
29,00:02:04:13,00:02:08:17,00:00:04:04,Student 4,English,What if the guys that are recording this think that we are saying [unintelligible]?,,,d,yes
30,00:02:08:27,00:02:13:19,00:00:04:22,Student 1,English,The song we're singing is from In the heights by Lin-Manuel Miranda and it's like a musical.,,,d,yes
31,00:02:14:17,00:02:21:12,00:00:06:25,Student 3,English,3x plus 1 equals 7.,,,d,yes
32,00:02:24:03,00:02:25:00,00:00:00:27,Student 1,English,Okay.,,,d,yes
33,00:02:25:19,00:02:29:10,00:00:03:21,Student 4,English,"I've actually never watched it but they have, and they sing it a lot so I know it.",,,d,
34,00:02:29:11,00:02:31:12,00:00:02:01,Student 1,English,You need to watch it!,,,d,
35,00:02:31:14,00:02:33:23,00:00:02:09,All Students,English,[crosstalk],,,d,
36,00:02:35:21,00:02:39:02,00:00:03:11,Student 1,English,This weekend or are you free on Sunday?,,,d,
37,00:02:39:10,00:02:40:00,00:00:00:20,Student 3,English,Maybe.,,,d,
38,00:02:40:08,00:02:47:15,00:00:07:07,Student 1,English,On Sunday we're going to have people over like you and [Unknown Person 5] because neither of you have ever seen it and we're going to watch it.,,,d,
39,00:02:47:22,00:02:50:05,00:00:02:13,Student 3,English,"[Unknown Person 5] loves Hamilton, so it's like...",,,d,
40,00:02:50:08,00:02:52:10,00:00:02:02,Student 1,English,"Exactly, and we're going to watch it.",,,d,
41,00:02:52:24,00:02:53:13,00:00:00:19,Student 4,English,Okay.,,,d,yes
42,00:02:55:19,00:02:56:13,00:00:00:24,Student 1,English,3x...,,,d,yes
43,00:02:56:15,00:02:58:06,00:00:01:21,Student 4,English,Depends on when on Sunday.,,,d,yes
44,00:02:59:22,00:03:01:21,00:00:01:27,Student 3,English,"Wait, do we just write the equation?",,,d,yes
45,00:03:01:22,00:03:02:18,00:00:00:26,Student 3,English,"Write the equation, explain why...",,,d,yes
46,00:03:02:20,00:03:03:24,00:00:01:04,Student 1,English,3x plus 1...,,,d,yes
47,00:03:08:02,00:03:11:03,00:00:03:01,Student 1,English,"Then, do I break it out more after I do that?",,,d,yes
48,00:03:45:14,00:03:46:28,00:00:01:14,Student 1,English,[Student 2].,,,d,
49,00:03:48:26,00:03:51:10,00:00:02:14,Student 1,English,"[Student 2], have you seen In the heights?",,,d,
50,00:03:51:29,00:03:53:01,00:00:01:02,Student 1,English,The musical.,,,d,
51,00:03:53:27,00:03:54:16,00:00:00:19,Student 2,English,No.,,,d,
52,00:03:56:05,00:03:58:06,00:00:02:01,Student 1,English,Is it like not a big thing?,,,d,
53,00:03:58:08,00:03:58:24,00:00:00:16,Student 3,English,"Yes, I think...",,,d,
54,00:03:58:26,00:04:00:21,00:00:01:23,Student 4,English,I had never heard of it.,,,d,
55,00:04:00:26,00:04:02:10,00:00:01:14,Student 1,English,Have you heard of In the Heights?,,,d,
56,00:04:03:05,00:04:03:17,00:00:00:12,Student 2,English,No.,,,d,
57,00:04:03:22,00:04:05:07,00:00:01:15,Student 4,English,[Unknown Person 4] watched it.,,,d,
58,00:04:06:06,00:04:07:20,00:00:01:14,Student 1,English,[Unknown Person 4] watched it.,,,d,
59,00:04:11:22,00:04:12:24,00:00:01:02,Student 3,English,What are we doing?,,,d,yes
60,00:04:18:11,00:04:20:28,00:00:02:17,Student 1,English,"Hi, have you seen In the heights?",,,d,yes
61,00:04:21:28,00:04:23:00,00:00:01:02,Student 1,English,Have you seen In the heights?,,,d,yes
62,00:04:23:16,00:04:25:13,00:00:01:27,Student 1,English,"Okay, we need to invite her.",,,d,yes
63,00:04:25:15,00:04:27:02,00:00:01:17,Student 4,English,"Help me, how do I get from there to there?",,,d,yes
64,00:04:27:08,00:04:29:08,00:00:02:00,Student 4,English,How do I do this step?,,,d,yes
65,00:04:30:06,00:04:31:24,00:00:01:18,Student 4,English,How did I do this step?,,,d,yes
66,00:04:31:27,00:04:33:07,00:00:01:10,Student 4,English,Middle step!,,,d,yes
67,00:04:35:10,00:04:38:05,00:00:02:25,Student 1,English,I'm pretty sure [Unknown Person 3] has seen it.,,,d,yes
68,00:04:42:26,00:04:43:22,00:00:00:26,Student 2,English,Is this correct?,,,d,yes
69,00:04:48:17,00:04:50:27,00:00:02:10,Student 2,English,I found the thing...,,,d,yes
70,00:04:56:22,00:04:57:21,00:00:00:29,Student 2,English,This one was there.,,,d,yes
71,00:05:05:07,00:05:11:10,00:00:06:03,Student 2,English,Maybe 2.6 equals 2.2...,,,d,yes
72,00:05:12:29,00:05:14:05,00:00:01:06,Student 2,English,"Wait, how do I...",,,d,yes
73,00:05:15:27,00:05:19:15,00:00:03:18,Student 2,English,2.2 plus 2 Z.,,,d,yes
74,00:05:19:16,00:05:22:06,00:00:02:20,Unknown Person 2,English,"Yes, that is what is says right there, right?",,,d,
75,00:05:22:08,00:05:24:08,00:00:02:00,Student 1,English,Forty one divided by...,,,d,
76,00:05:24:14,00:05:28:13,00:00:03:29,Unknown Person 2,English,It looks like you've already made an decision about what you can take off of each side.,,,d,
77,00:05:28:15,00:05:30:04,00:00:01:19,Unknown Person 2,English,What are you going to take from each side?,,,d,
78,00:05:30:12,00:05:31:09,00:00:00:27,Student 2,English,2.2.,,,d,
79,00:05:31:12,00:05:31:24,00:00:00:12,Unknown Person 2,English,Okay.,,,d,
80,00:05:32:13,00:05:34:08,00:00:01:25,Student 4,English,Ten dollars and fifty cents?,,,d,
81,00:05:34:10,00:05:35:06,00:00:00:26,Unknown Person 1,English,"Yes, how did you get that?",,,d,
82,00:05:35:10,00:05:37:15,00:00:02:05,Student 1,English,I got 10.5 minus...,,,d,
83,00:05:39:19,00:05:40:19,00:00:01:00,Student 1,English,It equals?,,,d,
84,00:05:40:21,00:05:44:16,00:00:03:25,Student 2,English,2 and then 2.2 subtract.,,,d,
85,00:05:45:21,00:05:56:15,00:00:10:24,Unknown Person 2,English,"Yes, because if you have 2 Zs, then you are actually going to [unintelligible] back to 2 Z, so this side is going to be [unintelligible].",,,d,
86,00:05:56:18,00:05:58:00,00:00:01:12,Unknown Person 2,English,What is the other side going to be?,,,d,
87,00:06:01:13,00:06:03:01,00:00:01:18,Student 2,English,This side...,,,d,
88,00:06:03:25,00:06:05:17,00:00:01:22,Student 4,English,3x plus 1.,,,d,
89,00:06:05:19,00:06:07:16,00:00:01:27,Unknown Person 2,English,You can write it underneath here to show...,,,d,
90,00:06:07:18,00:06:11:04,00:00:03:16,All Students,English,[crosstalk],,,d,
91,00:06:11:08,00:06:14:16,00:00:03:08,Student 2,English,On this side I'll have...,,,d,
92,00:06:14:20,00:06:18:02,00:00:03:12,All Students,English,[crosstalk],,,d,
93,00:06:18:06,00:06:22:07,00:00:04:01,Student 2,English,A 4.6 on this side but then on that side I'll have 0.,,,d,
94,00:06:23:17,00:06:25:04,00:00:01:17,Student 2,English,On that side.,,,d,
95,00:06:27:06,00:06:33:09,00:00:06:03,Unknown Person 2,English,"2.2 minus 2.2 is 0, but there is still [unintelligible] on this side.",,,d,
96,00:06:34:22,00:06:38:28,00:00:04:06,All Students,English,[crosstalk],,,d,
97,00:06:39:00,00:06:40:17,00:00:01:17,Student 2,English,By 3.,,,d,
98,00:06:40:23,00:06:45:16,00:00:04:23,All Students,English,[crosstalk],,,d,
99,00:06:49:04,00:06:52:18,00:00:03:14,Unknown Person 2,English,You got 2.2 and you're taking it away.,,,d,
100,00:06:53:22,00:06:55:13,00:00:01:21,Unknown Person 2,English,"Here, you cut 2.2 off.",,,d,
101,00:06:55:16,00:06:58:14,00:00:02:28,Student 4,English,"Oh my God, [Student 1], yours is so easy.",,,d,yes
102,00:06:58:19,00:07:00:08,00:00:01:17,Student 1,English,"Yes, I know it was easy.",,,d,yes
103,00:07:00:10,00:07:06:09,00:00:05:29,All Students,English,[crosstalk],,,d,
104,00:07:06:11,00:07:07:22,00:00:01:11,Student 2,English,It's equal to 2Z.,,,d,yes
105,00:07:07:24,00:07:12:16,00:00:04:22,All Students,English,[crosstalk],,,d,
106,00:07:12:19,00:07:15:15,00:00:02:26,Student 1,English,I don't really know how to write the equations.,,,d,yes
107,00:07:15:18,00:07:27:15,00:00:11:27,All Students,English,[crosstalk],,,d,
108,00:07:27:17,00:07:31:24,00:00:04:07,Other Student 5,English,"No, you have the equation; all you have to do it solve it.",,,d,yes
109,00:07:32:24,00:07:33:21,00:00:00:27,Other Student 5,English,Let's put it down again.,,,d,yes
110,00:07:34:00,00:07:35:03,00:00:01:03,Other Student 5,English,2Z....,,,d,yes
111,00:07:37:07,00:07:46:02,00:00:08:25,Student 1,English,"[Student 4], [Student 4], this is what [unintelligible] for the equation I do 6 so I take away 2.2 from 6.8.",,,d,yes
112,00:07:46:05,00:07:48:05,00:00:02:00,Student 1,English,"2 minus 8, 6.",,,d,yes
113,00:07:48:07,00:07:51:07,00:00:03:00,Student 4,English,"So 7 equals, because it's equal...",,,d,yes
114,00:07:51:09,00:07:51:26,00:00:00:17,Student 1,English,4.6?,,,d,yes
115,00:07:51:28,00:07:53:18,00:00:01:20,Student 4,English,3x plus 1.,,,d,yes
116,00:07:53:20,00:07:56:17,00:00:02:27,Student 1,English,And then divide 4.6 by 2 because that's what Z equals.,,,d,yes
117,00:07:57:11,00:08:02:13,00:00:05:00,Student 3,English,"For this we just take away 1 and then we take, so this is six.",,,d,yes
118,00:08:05:20,00:08:11:19,00:00:05:29,Other Student 5,English,So first we subtract the numbers from this side.,,,d,yes
119,00:08:11:25,00:08:13:05,00:00:01:10,Student 1,English,From this side too?,,,d,yes
120,00:08:13:09,00:08:13:18,00:00:00:09,Other Student 5,English,Yes.,,,d,yes
121,00:08:15:15,00:08:18:24,00:00:03:09,Student 4,English,"Yes, because we subtracted 1.",,,d,yes
122,00:08:20:03,00:08:24:00,00:00:03:27,Other Student 5,English,"Yes, 4.6 and this is just 2Z.",,,d,yes
123,00:08:25:11,00:08:27:14,00:00:02:03,Other Student 5,English,What if I only want to buy 1 ticket?,,,d,yes
124,00:08:27:21,00:08:28:29,00:00:01:08,Student 1,English,Ticket?,,,d,yes
125,00:08:30:03,00:08:33:01,00:00:02:28,Other Student 5,English,I can buy two tickets for [unintelligible] dollars.,,,d,yes
126,00:08:33:07,00:08:35:05,00:00:01:28,Other Student 5,English,What happens if I only want 1?,,,d,yes
127,00:08:35:07,00:08:37:14,00:00:02:07,Student 1,English,You would take away...,,,d,yes
128,00:08:37:18,00:08:39:29,00:00:02:11,All Students,English,[crosstalk],,,d,
129,00:08:40:02,00:08:41:20,00:00:01:18,Student 1,English,Divide this by two and then...,,,d,yes
130,00:08:43:27,00:08:45:11,00:00:01:14,Student 1,English,Subtract...,,,d,yes
131,00:08:46:28,00:08:49:07,00:00:02:09,Other Student 5,English,So Z equals [unintelligible],,,d,yes
132,00:08:49:10,00:08:52:02,00:00:02:22,Student 4,English,And 3 divided by 3 is...,,,d,yes
133,00:08:52:04,00:08:53:22,00:00:01:18,Student 3,English,1,,,d,yes
134,00:08:53:27,00:08:54:21,00:00:00:24,Other Student 5,English,You got it!,,,d,yes
135,00:08:56:14,00:08:58:18,00:00:02:04,Student 1,English,It's fractions...,,,d,yes
136,00:08:59:16,00:09:01:06,00:00:01:18,Other Student 5,English,"No, no, look at the...",,,d,yes
137,00:09:02:03,00:09:03:09,00:00:01:06,Student 4,English,What's six divided by three?,,,d,yes
138,00:09:05:11,00:09:07:26,00:00:02:15,Student 1,English,Take away three from seventy?,,,d,yes
139,00:09:10:18,00:09:11:27,00:00:01:09,Teacher,English,I said waterfall.,,,d,
140,00:09:13:14,00:09:14:11,00:00:00:27,Teacher,English,"Thank you, guys.",,,d,
141,00:09:20:22,00:09:22:26,00:00:02:04,Teacher,English,I want to see you be able to do this.,,,d,
142,00:09:26:28,00:09:31:17,00:00:04:19,Teacher,English,"So I'm seeing some resistance, [unintelligible] our equations.",,,d,
143,00:09:31:20,00:09:34:25,00:00:03:05,Teacher,English,Instead of coming around and checking your workbooks...,,,d,
